"`owner_id`"
"31"
"78"
"111"
"142"
"159"
"208"
"272"
"705"
"877"
"159"
"1019"
"1063"
"896"
"142"
"1548"
"1582"
"1600"
"1653"
"1679"
"1758"
"1894"
"1903"
"1934"
"1952"
"1960"
"1736"
"2038"
"2094"
"2163"
"2183"
"2192"
"2220"
"2230"
"2599"
"796"
"2997"
"3780"
"3797"
"3816"
"3797"
"4066"
"142"
"4106"
"4111"
"4162"
"4197"
"4203"
"3797"
"4233"
"4394"
"4448"
"4610"
"4660"
"4764"
"4808"
"5009"
"5009"
"5207"
"5243"
"5260"
"1954"
"5290"
"5308"
"5515"
"5662"
"5100"
"5697"
"5700"
"5732"
"5743"
"5747"
"5936"
"5942"
"1584"
"6039"
"6047"
"6057"
"6232"
"6240"
"6243"
"6258"
"6269"
"6321"
"5009"
"705"
"6380"
"4174"
"6476"
"5092"
"6535"
"31"
"3569"
"5203"
"6616"
"6669"
"217"
"1561"
"6936"
"7031"
"5092"
"3745"
"1582"
"7345"
"7352"
"7464"
"69"
"7488"
"7518"
"8137"
"8231"
"5092"
"8274"
"8293"
"8306"
"8397"
"8399"
"6240"
"8476"
"8571"
"4428"
"8708"
"1584"
"8851"
"8858"
"8925"
"8928"
"8950"
"9198"
"9256"
"9270"
"9321"
"9356"
"9355"
"9442"
"9461"
"9504"
"9612"
"9635"
"9688"
"9767"
"9795"
"9822"
"9818"
"2532"
"9914"
"10189"
"10212"
"3750"
"10316"
"10330"
"10454"
"10634"
"6258"
"10689"
"1960"
"10752"
"10770"
"10778"
"7172"
"10843"
"5305"
"10963"
"11047"
"11052"
"11054"
"11064"
"11095"
"11113"
"11206"
"2156"
"11471"
"5091"
"11624"
"11766"
"11865"
"12130"
"12139"
"4394"
"12359"
"12384"
"12483"
"12937"
"12944"
"12956"
"13009"
"2223"
"13159"
"1740"
"11037"
"13243"
"13279"
"11213"
"13378"
"13459"
"13505"
"1954"
"13574"
"13576"
"8902"
"13655"
"13668"
"13676"
"1954"
"1960"
"13846"
"1570"
"388"
"6400"
"14033"
"142"
"14137"
"14193"
"14224"
"14205"
"14327"
"14478"
"1146"
"6290"
"14608"
"14679"
"2156"
"14797"
"15119"
"15160"
"15210"
"15370"
"10454"
"4174"
"11471"
"15666"
"15694"
"5092"
"142"
"15746"
"15757"
"4394"
"14224"
"5305"
"16042"
"16110"
"3730"
