solr/core/src/java/org/apache/solr/search/facet/PercentileAgg.java_39fe1645715fe96c936dd29d61af7f3851edf445,0,1,1,100.0,0
solr/core/src/java/org/apache/solr/util/SolrCLI.java_18f542ef315932e0a39c959925e8c88aa35156c4,0,7,7,50.0,0
solr/solrj/src/java/org/apache/solr/client/solrj/io/stream/CloudSolrStream.java_268c3a49671ea919a04db22f942eacec81e633af,0,1,1,100.0,0
lucene/highlighter/src/test/org/apache/lucene/search/vectorhighlight/FieldQueryTest.java_048c4f527f38e8ab935170890274161f257a896a,0,7,7,30.0,1
lucene/spatial/src/java/org/apache/lucene/spatial/spatial4j/geo3d/GeoPolygonFactory.java_4412ea56b890271f783b0ba75f5209a7b7c0689c,0,1,1,100.0,1
solr/solrj/src/java/org/apache/solr/client/solrj/request/JavaBinUpdateRequestCodec.java_36c7adefe8f486820fa4b2d87e7d0b17cba0515a,0,1,1,6.666666666666667,0
lucene/core/src/test/org/apache/lucene/index/TestIndexableField.java_048c4f527f38e8ab935170890274161f257a896a,5,4,9,41.37931034482759,1
lucene/core/src/test/org/apache/lucene/util/automaton/TestAutomaton.java_33a6f2ce2d70fbd59ee376484518d53d2a585a40,0,3,3,84.61538461538461,0
lucene/core/src/java/org/apache/lucene/search/DocValuesRangeQuery.java_c99b68bffdecf3a329500a17a2bd594c9f7ffe06,0,3,3,60.0,1
solr/core/src/java/org/apache/solr/search/facet/FacetRequest.java_a769c2bf859d7f976edb6e9270e70ea6e078108d,0,1,1,100.0,0
lucene/spatial/src/java/org/apache/lucene/spatial/spatial4j/geo3d/GeoPath.java_cc2310f042ceffa8408b1368d3701779543dd355,0,1,1,100.0,1
lucene/core/src/test/org/apache/lucene/search/TestDocValuesScoring.java_94fc21d5d8ed8453f9321bcf5cd0cd1728a1ed9e,0,6,6,38.88888888888889,1
lucene/spatial/src/java/org/apache/lucene/spatial/spatial4j/geo3d/GeoWideRectangle.java_4412ea56b890271f783b0ba75f5209a7b7c0689c,0,1,1,100.0,1
solr/core/src/java/org/apache/solr/update/DocumentBuilder.java_3ebe9286aff2ae152e45e567f27f602a78991ec4,0,1,1,5.263157894736842,0
lucene/core/src/java/org/apache/lucene/search/spans/Spans.java_3990b7227b06cbee521815132d9af5f524e1a2a2,0,6,6,61.53846153846154,0
