"`id`","`max_followers`"
"788950","149"
"1886159","6"
"3095960","1"
"3997006","22"
"5350409","1"
"5552730","30"
"5731028","1"
"6571469","1"
"9255018","19"
"9777067","7"
"9995314","36"
"12280393","2545"
"12738012","8"
"12861561","12"
"13537757","1"
"15956179","872"
"16730686","7"
"17466721","2"
"17646483","1"
"17922358","340"
"17964103","783"
"18498547","18"
"20008478","445"
"20637830","2737"
"21341462","313"
"22984128","164"
"23465223","9"
"24498221","4"
"25395643","15"
"25672260","3"
"27501293","14"
"27530962","11"
"28119927","1"
"28510906","6"
