"`id`","`max_followers`"
"136457","5"
"2213273","41"
"2372421","29"
"2873371","9"
"2945321","1"
"3004769","2"
"3877884","100"
"4993581","79"
"5829099","26"
"8944249","23"
"8984199","2"
"9380376","4"
"13413696","38"
"13714859","1"
"13747237","3"
"13867933","9"
"14287549","1"
"14429281","23"
"14914675","7"
"15228302","6"
"15793721","19"
"16077481","37"
"16717734","1"
"19758699","1318"
"20349010","8"
"20754312","25"
"20774253","22"
"22211488","2"
"24900752","1"
"26588971","54"
"26936537","51"
"27306008","12"
