"`id`","`avg_followers`"
"3648","41.0000"
"30653","56.0000"
"37778","10.2000"
"42214","59.0000"
"59830","39.3571"
"62093","440.5000"
"104483","89.5714"
"114751","280.0000"
"119275","17.6667"
"120216","22.2000"
"122760","15704.0000"
"123356","20.3333"
"124137","590.0000"
"142406","6.0000"
"146205","1084.0000"
"169454","15.5000"
"206270","24.6667"
"214552","5.0000"
"224435","116.3000"
"246730","47.8333"
"262948","9.0000"
"284075","2.2500"
"306833","32.0000"
"326476","85.8000"
"335881","10.0000"
"338816","41.0000"
"386790","13.0000"
"422791","61.0000"
"454235","9.0000"
"460773","22.5000"
"719340","130.0000"
"748510","2.0000"
"870927","4.0000"
"1124381","14.0000"
"1354419","109.2444"
"1367068","11.4444"
"1382032","8.0000"
"1391701","14.6667"
"1397125","22.0000"
"1500447","83.2500"
"1524373","2.0000"
"1619676","44.5000"
"1892389","18.5000"
"1904790","4.0000"
"1918558","10.5000"
"2244312","579.2500"
"2255699","3.0000"
"2337743","9.0000"
"2365356","26.0000"
"2421460","8.0000"
"2513836","250.0000"
"2771181","60.0000"
"2798946","5.0000"
"2922620","75.0000"
"3018979","28.5000"
"3168742","19.4737"
"3286419","24.0000"
"3592410","25.0000"
"3659421","448.0000"
"4584491","77.2000"
"4753416","13.0000"
"4879481","189.6667"
"4992188","39.8800"
"5078978","3.0000"
"5152250","1996.0000"
"5371237","50.5000"
"6965555","32.0000"
"7013556","307.0000"
"7504851","203.6667"
"7617634","49.7500"
"8485455","13.0000"
"9026379","27.0000"
"9817959","41.5789"
"10260382","1.0000"
"10574931","75.7000"
"10752463","7.0000"
"10812016","8.0000"
"10832960","78.2000"
"10936889","35.2000"
"11212499","1307.0000"
"11297052","1.0000"
"11680693","12.0000"
"12092942","14143.0000"
"12229395","29.5000"
"12761803","41.0000"
"12878383","110.0000"
"13097260","156.0000"
"13454056","3.3333"
"13655055","2.0000"
"13719308","7.5000"
"13740270","4.5000"
"14027141","138.0000"
"14698825","158.0000"
"14848865","31.0000"
"16030648","66.6000"
"16622735","330.0000"
"16846494","13.0000"
"17021738","9.0000"
"17332041","12.5000"
"17472048","58.0000"
"18059452","24.5000"
"18059812","5.0000"
"18790667","292.0000"
"19612571","109.3333"
"20682630","1052.3913"
"20955762","4.0000"
"21312489","23.0000"
"21921763","8.6667"
"21974766","1119.0000"
"22053634","1.0000"
"22110826","52.6923"
"22123631","10.0000"
"22141768","92.0000"
"22167327","3.0000"
"24177440","18.0000"
"25858715","6.5000"
