"`id`","`max_followers`"
"6","1174"
"1022","1460"
"1207","3005"
"1615","188"
"1743","1567"
"2746","149"
"3595","19383"
"4021","4651"
"4095","1069"
"4276","506"
"4654","526"
"4846","7566"
"5184","1566"
"5478","452"
"5626","268"
"6009","320"
"6223","290"
"7059","1181"
"8525","11704"
"10070","6052"
"10197","11704"
"10912","4483"
"11435","343"
"11820","100"
"12830","2742"
"12885","2046"
"13235","11704"
"14098","486"
"14763","93"
"15728","643"
"15756","310"
"15762","1036"
"16462","21019"
"16820","1714"
"19640","289"
"21274","2970"
"22086","6909"
"23301","952"
"24559","793"
"26624","6130"
"27194","125"
"28009","1162"
"30738","348"
"33565","2742"
"40389","16804"
"41498","16804"
"50875","6130"
"141261","111"
"181526","6130"
"651549","15704"
"683351","19383"
"1270737","4940"
"1367228","276"
"1404659","1722"
"1438441","7566"
"1457727","163"
"1474764","920"
"1749436","534"
"2294498","500"
"2389915","583"
"2922319","805"
"3213902","480"
"3321949","2027"
"3434493","296"
"3513117","589"
"3649472","182"
"3714509","119"
"3807912","63"
"3893356","210"
"3905191","2629"
"4120130","1059"
"4484156","520"
"4926223","1750"
"5146456","2891"
"5216745","3708"
"5399390","1460"
"5828347","206"
"6403871","64"
"6441856","307"
"6462793","2081"
"7222746","359"
"7489584","137"
"7769665","900"
"8125526","671"
"9121894","7566"
"9478333","200"
"9687174","519"
"9701695","359"
"9862004","8671"
"10053600","75"
"10084678","1001"
"10172529","3661"
"10301817","342"
"10379711","1967"
"10777706","969"
"10784470","15704"
"10829314","900"
"10832091","1473"
"11182376","230"
"11473240","251"
"11744765","348"
"12226983","557"
"12666384","1967"
"12719568","278"
"12821674","11704"
"13061306","765"
"13071706","223"
"13128433","17709"
"13613053","19383"
"13642463","824"
"14101318","839"
"14286406","435"
"14682420","1095"
"14989257","898"
"15246185","137"
"15525750","147"
"15548976","7455"
"15710174","36"
"15962985","1460"
"16647116","139"
"16741757","164"
"16782015","384"
"17753126","406"
"17865733","185"
"18006157","304"
"18013712","97"
"19710500","174"
"20450796","4283"
"21058198","737"
"21971963","218"
"22045114","122"
"22077026","171"
"24495953","163"
"25037257","5182"
"25051824","281"
"27326987","101"
"27406305","216"
"28178404","4099"
