"`id`","`avg_followers`"
"1492346","4.0000"
"2213273","17.0000"
"2372421","13.7500"
"2945321","1.0000"
"3036835","3.0000"
"3997006","22.0000"
"4993581","79.0000"
"5398997","2.0000"
"5829099","26.0000"
"6457494","4.0000"
"7344511","2.0000"
"7412153","2.0000"
"8117944","2.0000"
"8346508","2.0000"
"8854423","6.0000"
"8944249","23.0000"
"8984199","2.0000"
"9255018","19.0000"
"9382176","23.3333"
"9677139","47.1806"
"9814221","1.0000"
"10123492","2.5000"
"10541844","2.0000"
"10859865","9.0000"
"12280393","853.6667"
"12350238","17.0000"
"13537757","1.0000"
"13714859","1.0000"
"13747237","3.0000"
"13808342","5.0000"
"14756103","1.0000"
"14914675","7.0000"
"15285403","4.0000"
"15563546","1.0000"
"15998060","18.0000"
"16550843","7.0000"
"16691009","6.0000"
"16730686","7.0000"
"17373284","280.0000"
"17746668","25.0000"
"17921081","37.3333"
"17982701","433.5000"
"18258297","1.0000"
"18418200","30.8750"
"19552315","408.3333"
"19823479","20.6667"
"20265215","91.2500"
"20311740","82.6667"
"20349010","4.5000"
"20647545","4.0000"
"21341462","313.0000"
"22984128","46.3750"
"24900752","1.0000"
"25395643","15.0000"
"25944077","5.0000"
"27051487","3.0000"
"27306008","12.0000"
"27501293","7.5000"
"27530962","11.0000"
"28510906","6.0000"
