"`id`","`avg_followers`"
"99731","22.0000"
"136457","5.0000"
"2434520","7.0000"
"2535892","4.6667"
"2873371","9.0000"
"2886485","1.0000"
"3004769","2.0000"
"3205751","9.0000"
"3877884","100.0000"
"7553911","2.0000"
"8091268","129.0000"
"8162617","2.0000"
"8170478","16.6154"
"9380376","4.0000"
"9843828","13.5000"
"10172252","3.0000"
"10732476","10.6667"
"11384611","98.0000"
"11668604","19.0000"
"12505449","32.5000"
"13413696","18.3333"
"13430369","3.6667"
"13822802","3.0000"
"13867933","9.0000"
"14287549","1.0000"
"14429281","23.0000"
"14910241","5.0000"
"15228302","6.0000"
"15393494","67.6667"
"15708458","33.6667"
"15793721","12.0000"
"16077481","16.0000"
"16290623","8.0000"
"16638704","8.0000"
"16717734","1.0000"
"16949824","70.6667"
"17251459","423.8571"
"17479978","6.0000"
"19099635","48.0000"
"19147330","3.0000"
"19314846","109.9286"
"19641501","4.0000"
"19758699","29.3960"
"19820804","32.0000"
"19943063","91.7813"
"20224741","17.0000"
"20754312","9.3333"
"20774253","22.0000"
"22211488","2.0000"
"22236354","24.0000"
"22278515","1.0000"
"24283325","6.0000"
"24349402","2.0000"
"25040693","1.0000"
"26119533","1.0000"
"26588971","28.0000"
"26936537","51.0000"
"27469596","7.0000"
"28947710","21.0000"
"29116788","2.0000"
