"`id`","`avg_followers`"
"982","78.6571"
"3052","49.9167"
"3386","88.2222"
"4003","392.0000"
"4473","53.5000"
"9713","1061.0000"
"10686","70.8000"
"16376","47.0000"
"19579","29.2857"
"21621","15.1200"
"22551","29.8889"
"27046","31.6471"
"32107","113.6667"
"36591","147.3333"
"38658","40.2000"
"53018","27.5000"
"54785","35.2000"
"61117","98.0000"
"64390","146.0000"
"87135","74.5556"
"98743","63.2500"
"100266","20.4167"
"102179","32.2000"
"156773","1632.5000"
"159999","40.6667"
"222916","48.0000"
"231026","70.0476"
"267717","54.6667"
"311780","26.2500"
"362053","63.4000"
"419651","46.3125"
"543497","49.7083"
"572040","47.2105"
"723307","29.6000"
"1352199","104.9752"
"1690743","78.0000"
"1713442","97.0667"
"1891776","96.0000"
"1893164","299.3333"
"2252680","97.0000"
"2447212","103.1429"
"2702530","265.0000"
"2796362","30.5000"
"2875658","52.2500"
"3136825","30.1795"
"3250844","10.3333"
"3642978","43.7308"
"4026408","16.0000"
"4136027","14.4000"
"4326459","61.2727"
"4629745","382.3333"
"4933925","1367.6667"
"5195927","2063.0000"
"5593627","50.7500"
"5600557","69.7500"
"6085795","17.8000"
"6169171","18.0000"
"6196408","95.2000"
"6280726","14.3333"
"6412773","22.8696"
"6496393","28.3077"
"6533556","4.0000"
"6611850","18.4615"
"6816151","29.3333"
"7164842","53.2857"
"7189065","563.3333"
"7537997","634.0833"
"7952993","97.2000"
"8142691","54.0000"
"8339162","3447.6667"
"8566806","60.2500"
"9659919","6.6667"
"9709116","94.5625"
"9912292","15.5000"
"9975034","12.6667"
"10138664","952.3333"
"10282819","19.5000"
"10435922","196.2222"
"10520061","18.6739"
"10585250","23.4000"
"10819648","233.8889"
"10834528","43.2500"
"10963081","20.5000"
"11001304","268.2000"
"11095632","708.0000"
"11176827","105.6667"
"11291526","42.4286"
"11570176","31.0000"
"11625417","37.2500"
"11707880","35.6667"
"11746264","754.0000"
"12402890","9.2500"
"12582238","5.6429"
"13082203","2.0000"
"13398866","13.5000"
"13480659","289.6667"
"13489032","21.5238"
"13490952","398.0000"
"13494877","89.6842"
"13523497","18.7500"
"13539138","9.8571"
"13635889","35.0000"
"13636819","256.0000"
"13664602","216.4286"
"13759969","56.7000"
"14847736","13.5000"
"14897153","97.0000"
"15417633","59.0000"
"15471020","68.7500"
"15669545","11.6667"
"16154948","46.0000"
"16409333","249.0000"
"16423884","835.7778"
"17020688","50.5000"
"17038695","379.5000"
"18097224","42.0000"
"19696936","71.4000"
"21719074","43.5000"
"22054830","31.8333"
"23458675","27.3333"
"26550795","3.0000"
"27633284","6.5000"
