"`id`","`avg_followers`"
"3751","24.6000"
"19615","607.0000"
"41254","100.0000"
"43969","59.7500"
"54745","76.5556"
"55259","1367.5625"
"59582","1.0000"
"74160","58.3333"
"88390","705.0000"
"96689","76.4000"
"107530","451.0000"
"112262","184.8732"
"124505","24.3768"
"137246","616.0000"
"176596","70.6000"
"201672","114.0000"
"209924","7374.0000"
"214505","95.2500"
"233193","4.0000"
"306908","18.5000"
"374916","5.3333"
"414089","92.4286"
"440795","61.7500"
"450059","299.0000"
"772395","1003.0000"
"773433","46.5000"
"927777","91.6667"
"1100704","330.0000"
"1242075","107.0000"
"1414836","100.0000"
"1436875","14.0000"
"1764042","59.5000"
"1890840","97.0000"
"2345204","84.7500"
"2381629","67.4000"
"2381679","6.0000"
"2739871","22.0000"
"2814268","23.0000"
"2835325","42.5000"
"2987164","27.0000"
"3036595","825.0000"
"3180895","32.5000"
"3236423","39.0000"
"3283518","167.0000"
"3296518","47.0000"
"3499917","4417.0000"
"3594572","9.5000"
"3708910","6.0000"
"3752385","16.0000"
"4476638","1.0000"
"4477515","454.0000"
"4695209","23.8000"
"4722740","6.0000"
"5368058","15.0000"
"5379586","151.0000"
"5472160","3479.0000"
"5568720","12.0000"
"5784154","21.0000"
"6065511","32.2000"
"6095575","2.0000"
"6239513","101.0000"
"6299920","51.0000"
"6753616","5.0000"
"6800846","60.2500"
"6853230","4.0000"
"6882788","12.0000"
"6970257","19.6667"
"7645899","1.0000"
"8339915","35.0000"
"8404580","28.5000"
"8772689","10.5000"
"8847632","1.0000"
"9343717","72.3333"
"9392393","53.0000"
"9597076","32.5000"
"9703605","32.0000"
"10066441","3831.0000"
"10447564","507.5000"
"10803994","26.3333"
"10814377","20.6667"
"10829089","4.0000"
"10854850","2397.0000"
"10953007","212.0000"
"10956038","900.8750"
"10964976","15.0000"
"11165808","118.5000"
"11197300","20.0000"
"11512622","201.0000"
"11537177","24.7000"
"11797084","345.5000"
"12715530","28.8000"
"12967267","1631.0000"
"13585659","34.0000"
"13685691","446.0000"
"13719548","11.5000"
"14057734","7.0000"
"14179437","28.0000"
"14880605","11.0000"
"15536505","40.0000"
"15623292","4.6250"
"16195282","130.9000"
"16640920","19.0000"
"16733587","3.0000"
"16770502","14.5000"
"17466008","2902.0000"
"17532093","11.0000"
"17664209","1309.0000"
"18415473","7.0000"
"19581764","4.0000"
"20425918","48.0000"
"20465270","30.0000"
"20835622","8.5000"
"22946554","19.0000"
"23249012","23.0000"
"23600597","83.3333"
"24908811","33.5000"
"28153902","80.0000"
"28690670","18.0000"
