"`id`","`avg_followers`"
"13929","1498.4000"
"22772","140.2857"
"90988","24.0000"
"134290","132.0000"
"303616","69.0000"
"383256","98.5000"
"455467","41.0000"
"576260","110.0000"
"673716","43.0000"
"686542","245.8750"
"788950","149.0000"
"1017307","215.0000"
"1031791","399.0000"
"1093294","7.5714"
"1449551","40.5000"
"1886159","4.3333"
"2909754","21.0000"
"3095960","1.0000"
"3173347","12.0000"
"4058558","96.0000"
"4569976","4.0000"
"5350409","1.0000"
"5552730","11.5000"
"5573155","1.0000"
"5731028","1.0000"
"6571469","1.0000"
"8789813","1.0000"
"9777067","7.0000"
"9995314","36.0000"
"10060643","46.6022"
"10733538","12.3333"
"10741429","1.0000"
"11348682","1.0000"
"11453235","238.0000"
"12516628","14.0000"
"12738012","8.0000"
"12807650","9.0000"
"12861561","12.0000"
"13126326","23.0000"
"13778815","35.0000"
"14310944","281.0000"
"14435272","6.0000"
"15743643","300.3333"
"15956179","133.3636"
"16569855","3.0000"
"16904075","7.5000"
"17193964","100.0000"
"17322266","1.0000"
"17466721","2.0000"
"17646483","1.0000"
"17922358","45.8571"
"17964103","70.1455"
"18029648","39.8000"
"18498547","18.0000"
"20008478","68.6667"
"20029138","4.2500"
"20285835","14.0000"
"20378057","21.6667"
"20410311","423.8571"
"20532667","656.6667"
"20637830","789.5000"
"21034797","3.0000"
"21216818","37.0000"
"21864762","62.5000"
"22076833","32.0000"
"22116372","4.0000"
"23465223","9.0000"
"24498221","4.0000"
"25256022","3.0000"
"25672260","3.0000"
"26961388","4.0000"
"27434109","7.0000"
"27980298","9.0000"
"28119927","1.0000"
"28459924","53.1818"
